region_bld,clim,urt,inc_cl,mat,year,value
C-WEU-ESP,Zone_3A Warm Humid,urb,q2,perm,2035,1.0
C-WEU-ESP,Zone_3B Warm Dry,rur,q2,perm,2035,1.0
C-WEU-ESP,Zone_3B Warm Dry,urb,q2,perm,2035,1.0
C-WEU-ESP,Zone_2B Hot Dry,rur,q2,perm,2035,1.0
C-WEU-ESP,Zone_2B Hot Dry,urb,q2,perm,2035,1.0
C-WEU-FIN,Zone_6A Cold Humid,rur,q2,perm,2035,1.0
C-WEU-FIN,Zone_6A Cold Humid,urb,q2,perm,2035,1.0
C-WEU-FIN,Zone_7A Very cold Humid,rur,q2,perm,2035,1.0
C-WEU-FIN,Zone_7A Very cold Humid,urb,q2,perm,2035,1.0
C-WEU-FRA,Zone_4A Mixed Humid,rur,q2,perm,2035,1.0
C-WEU-FRA,Zone_4A Mixed Humid,urb,q2,perm,2035,1.0
C-WEU-FRA,Zone_5A Cool Humid,rur,q2,perm,2035,1.0
C-WEU-FRA,Zone_5A Cool Humid,urb,q2,perm,2035,1.0
C-WEU-FRA,Zone_3A Warm Humid,rur,q2,perm,2035,1.0
C-WEU-FRA,Zone_3A Warm Humid,urb,q2,perm,2035,1.0
C-WEU-FRA,Zone_7A Very cold Humid,rur,q2,perm,2035,1.0
C-WEU-FRA,Zone_7A Very cold Humid,urb,q2,perm,2035,1.0
C-WEU-FRA,Zone_4C Mixed Marine,rur,q2,perm,2035,1.0
C-WEU-FRA,Zone_4C Mixed Marine,urb,q2,perm,2035,1.0
C-WEU-FRA,Zone_3C Warm Marine,rur,q2,perm,2035,1.0
C-WEU-FRA,Zone_3C Warm Marine,urb,q2,perm,2035,1.0
C-WEU-FRA,Zone_1A Very hot Humid,rur,q2,perm,2035,1.0
C-WEU-FRA,Zone_1A Very hot Humid,urb,q2,perm,2035,1.0
C-WEU-FRA,Zone_2A Hot Humid,rur,q2,perm,2035,1.0
C-WEU-FRA,Zone_2A Hot Humid,urb,q2,perm,2035,1.0
C-WEU-FRA,Zone_0A Extremely hot Humid,rur,q2,perm,2035,1.0
C-WEU-FRA,Zone_0A Extremely hot Humid,urb,q2,perm,2035,1.0
C-EEU-HRV,Zone_4A Mixed Humid,rur,q2,perm,2035,1.0
C-EEU-HRV,Zone_4A Mixed Humid,urb,q2,perm,2035,1.0
C-EEU-HRV,Zone_5A Cool Humid,rur,q2,perm,2035,1.0
C-EEU-HRV,Zone_5A Cool Humid,urb,q2,perm,2035,1.0
C-EEU-HRV,Zone_4C Mixed Marine,rur,q2,perm,2035,1.0
C-EEU-HRV,Zone_4C Mixed Marine,urb,q2,perm,2035,1.0
C-EEU-HRV,Zone_3A Warm Humid,rur,q2,perm,2035,1.0
C-EEU-HRV,Zone_3A Warm Humid,urb,q2,perm,2035,1.0
C-EEU-HUN,Zone_4A Mixed Humid,rur,q2,perm,2035,1.0
C-EEU-HUN,Zone_4A Mixed Humid,urb,q2,perm,2035,1.0
C-EEU-HUN,Zone_5A Cool Humid,rur,q2,perm,2035,1.0
C-EEU-HUN,Zone_5A Cool Humid,urb,q2,perm,2035,1.0
C-WEU-IRL,Zone_5A Cool Humid,rur,q2,perm,2035,1.0
C-WEU-IRL,Zone_5A Cool Humid,urb,q2,perm,2035,1.0
C-WEU-IRL,Zone_4A Mixed Humid,rur,q2,perm,2035,1.0
C-WEU-IRL,Zone_4A Mixed Humid,urb,q2,perm,2035,1.0
C-WEU-ITA,Zone_4A Mixed Humid,rur,q2,perm,2035,1.0
C-WEU-ITA,Zone_4A Mixed Humid,urb,q2,perm,2035,1.0
C-WEU-ITA,Zone_5A Cool Humid,rur,q2,perm,2035,1.0
C-WEU-ITA,Zone_5A Cool Humid,urb,q2,perm,2035,1.0
C-WEU-ITA,Zone_7A Very cold Humid,rur,q2,perm,2035,1.0
C-WEU-ITA,Zone_7A Very cold Humid,urb,q2,perm,2035,1.0
C-WEU-ITA,Zone_6A Cold Humid,rur,q2,perm,2035,1.0
C-WEU-ITA,Zone_6A Cold Humid,urb,q2,perm,2035,1.0
C-WEU-ITA,Zone_3A Warm Humid,rur,q2,perm,2035,1.0
C-WEU-ITA,Zone_3A Warm Humid,urb,q2,perm,2035,1.0
C-WEU-ITA,Zone_4C Mixed Marine,rur,q2,perm,2035,1.0
C-WEU-ITA,Zone_4C Mixed Marine,urb,q2,perm,2035,1.0
C-WEU-ITA,Zone_5C Cool Marine,rur,q2,perm,2035,1.0
C-WEU-ITA,Zone_5C Cool Marine,urb,q2,perm,2035,1.0
C-EEU-LTU,Zone_6A Cold Humid,rur,q2,perm,2035,1.0
C-EEU-LTU,Zone_6A Cold Humid,urb,q2,perm,2035,1.0
C-EEU-LTU,Zone_5A Cool Humid,rur,q2,perm,2035,1.0
C-EEU-LTU,Zone_5A Cool Humid,urb,q2,perm,2035,1.0
C-WEU-LUX,Zone_5A Cool Humid,rur,q2,perm,2035,0.9999999999999999
C-WEU-LUX,Zone_5A Cool Humid,urb,q2,perm,2035,0.9999999999999999
C-EEU-LVA,Zone_6A Cold Humid,rur,q2,perm,2035,0.9999999999999999
C-EEU-LVA,Zone_6A Cold Humid,urb,q2,perm,2035,0.9999999999999999
C-WEU-MLT,Zone_3A Warm Humid,rur,q2,perm,2035,1.0
C-WEU-MLT,Zone_3A Warm Humid,urb,q2,perm,2035,1.0
C-WEU-NLD,Zone_5A Cool Humid,rur,q2,perm,2035,0.9999999999999999
C-WEU-NLD,Zone_5A Cool Humid,urb,q2,perm,2035,0.9999999999999999
C-WEU-NLD,Zone_4A Mixed Humid,rur,q2,perm,2035,0.9999999999999999
C-WEU-NLD,Zone_4A Mixed Humid,urb,q2,perm,2035,0.9999999999999999
C-EEU-POL,Zone_5A Cool Humid,rur,q2,perm,2035,1.0
C-EEU-POL,Zone_5A Cool Humid,urb,q2,perm,2035,1.0
C-EEU-POL,Zone_6A Cold Humid,rur,q2,perm,2035,1.0
C-EEU-POL,Zone_6A Cold Humid,urb,q2,perm,2035,1.0
C-WEU-PRT,Zone_3C Warm Marine,rur,q2,perm,2035,1.0
C-WEU-PRT,Zone_3C Warm Marine,urb,q2,perm,2035,1.0
C-WEU-PRT,Zone_4C Mixed Marine,rur,q2,perm,2035,1.0
C-WEU-PRT,Zone_4C Mixed Marine,urb,q2,perm,2035,1.0
C-WEU-PRT,Zone_4A Mixed Humid,rur,q2,perm,2035,1.0
C-WEU-PRT,Zone_4A Mixed Humid,urb,q2,perm,2035,1.0
C-WEU-PRT,Zone_3A Warm Humid,rur,q2,perm,2035,1.0
C-WEU-PRT,Zone_3A Warm Humid,urb,q2,perm,2035,1.0
C-EEU-ROU,Zone_5A Cool Humid,rur,q2,perm,2035,1.0
C-EEU-ROU,Zone_5A Cool Humid,urb,q2,perm,2035,1.0
C-EEU-ROU,Zone_6A Cold Humid,rur,q2,perm,2035,1.0
C-EEU-ROU,Zone_6A Cold Humid,urb,q2,perm,2035,1.0
C-EEU-ROU,Zone_4A Mixed Humid,rur,q2,perm,2035,1.0
C-EEU-ROU,Zone_4A Mixed Humid,urb,q2,perm,2035,1.0
C-WEU-SWE,Zone_6A Cold Humid,rur,q2,perm,2035,1.0
C-WEU-SWE,Zone_6A Cold Humid,urb,q2,perm,2035,1.0
C-WEU-SWE,Zone_5A Cool Humid,rur,q2,perm,2035,1.0
C-WEU-SWE,Zone_5A Cool Humid,urb,q2,perm,2035,1.0
C-WEU-SWE,Zone_7A Very cold Humid,rur,q2,perm,2035,1.0
C-WEU-SWE,Zone_7A Very cold Humid,urb,q2,perm,2035,1.0
C-WEU-SWE,Zone_8A Subarctic/arctic Humid,rur,q2,perm,2035,1.0
C-WEU-SWE,Zone_8A Subarctic/arctic Humid,urb,q2,perm,2035,1.0
C-EEU-SVN,Zone_4A Mixed Humid,rur,q2,perm,2035,1.0
C-EEU-SVN,Zone_4A Mixed Humid,urb,q2,perm,2035,1.0
C-EEU-SVN,Zone_5A Cool Humid,rur,q2,perm,2035,1.0
C-EEU-SVN,Zone_5A Cool Humid,urb,q2,perm,2035,1.0
C-EEU-SVN,Zone_7A Very cold Humid,rur,q2,perm,2035,1.0
C-EEU-SVN,Zone_7A Very cold Humid,urb,q2,perm,2035,1.0
C-EEU-SVK,Zone_5A Cool Humid,rur,q2,perm,2035,1.0
C-EEU-SVK,Zone_5A Cool Humid,urb,q2,perm,2035,1.0
C-EEU-SVK,Zone_6A Cold Humid,rur,q2,perm,2035,1.0
C-EEU-SVK,Zone_6A Cold Humid,urb,q2,perm,2035,1.0
C-WEU-AUT,Zone_5A Cool Humid,rur,q3,perm,2035,1.0
C-WEU-AUT,Zone_5A Cool Humid,urb,q3,perm,2035,1.0
C-WEU-AUT,Zone_4A Mixed Humid,rur,q3,perm,2035,1.0
C-WEU-AUT,Zone_4A Mixed Humid,urb,q3,perm,2035,1.0
C-WEU-AUT,Zone_6A Cold Humid,rur,q3,perm,2035,1.0
C-WEU-AUT,Zone_6A Cold Humid,urb,q3,perm,2035,1.0
C-WEU-AUT,Zone_7A Very cold Humid,rur,q3,perm,2035,1.0
C-WEU-AUT,Zone_7A Very cold Humid,urb,q3,perm,2035,1.0
C-WEU-BEL,Zone_4A Mixed Humid,rur,q3,perm,2035,0.9999999999999999
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,perm,2035,0.9999999999999999
C-WEU-BEL,Zone_5A Cool Humid,rur,q3,perm,2035,0.9999999999999999
C-WEU-BEL,Zone_5A Cool Humid,urb,q3,perm,2035,0.9999999999999999
C-EEU-BGR,Zone_4A Mixed Humid,rur,q3,perm,2035,1.0
C-EEU-BGR,Zone_4A Mixed Humid,urb,q3,perm,2035,1.0
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,perm,2035,1.0
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,perm,2035,1.0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2035,1.0
C-WEU-CYP,Zone_3A Warm Humid,urb,q3,perm,2035,1.0
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,perm,2035,0.9999999999999999
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,perm,2035,0.9999999999999999
C-WEU-DEU,Zone_5A Cool Humid,rur,q3,perm,2035,1.0
C-WEU-DEU,Zone_5A Cool Humid,urb,q3,perm,2035,1.0
C-WEU-DEU,Zone_4A Mixed Humid,rur,q3,perm,2035,1.0
C-WEU-DEU,Zone_4A Mixed Humid,urb,q3,perm,2035,1.0
C-WEU-DEU,Zone_6A Cold Humid,rur,q3,perm,2035,1.0
C-WEU-DEU,Zone_6A Cold Humid,urb,q3,perm,2035,1.0
C-WEU-DNK,Zone_5A Cool Humid,rur,q3,perm,2035,1.0
C-WEU-DNK,Zone_5A Cool Humid,urb,q3,perm,2035,1.0
C-EEU-EST,Zone_6A Cold Humid,rur,q3,perm,2035,1.0000000000000002
C-EEU-EST,Zone_6A Cold Humid,urb,q3,perm,2035,1.0000000000000002
C-WEU-GRC,Zone_3A Warm Humid,rur,q3,perm,2035,1.0
C-WEU-GRC,Zone_3A Warm Humid,urb,q3,perm,2035,1.0
C-WEU-GRC,Zone_4A Mixed Humid,rur,q3,perm,2035,1.0
C-WEU-GRC,Zone_4A Mixed Humid,urb,q3,perm,2035,1.0
C-WEU-GRC,Zone_4C Mixed Marine,rur,q3,perm,2035,1.0
C-WEU-GRC,Zone_4C Mixed Marine,urb,q3,perm,2035,1.0
C-WEU-GRC,Zone_5C Cool Marine,rur,q3,perm,2035,1.0
C-WEU-GRC,Zone_5C Cool Marine,urb,q3,perm,2035,1.0
C-WEU-GRC,Zone_5A Cool Humid,rur,q3,perm,2035,1.0
C-WEU-GRC,Zone_5A Cool Humid,urb,q3,perm,2035,1.0
C-WEU-ESP,Zone_3C Warm Marine,rur,q3,perm,2035,1.0
C-WEU-ESP,Zone_3C Warm Marine,urb,q3,perm,2035,1.0
C-WEU-ESP,Zone_4C Mixed Marine,rur,q3,perm,2035,1.0
C-WEU-ESP,Zone_4C Mixed Marine,urb,q3,perm,2035,1.0
C-WEU-ESP,Zone_4A Mixed Humid,rur,q3,perm,2035,1.0
C-WEU-ESP,Zone_4A Mixed Humid,urb,q3,perm,2035,1.0
C-WEU-ESP,Zone_3A Warm Humid,rur,q3,perm,2035,1.0
C-WEU-ESP,Zone_3A Warm Humid,urb,q3,perm,2035,1.0
C-WEU-ESP,Zone_3B Warm Dry,rur,q3,perm,2035,1.0
C-WEU-ESP,Zone_3B Warm Dry,urb,q3,perm,2035,1.0
C-WEU-ESP,Zone_2B Hot Dry,rur,q3,perm,2035,1.0
C-WEU-ESP,Zone_2B Hot Dry,urb,q3,perm,2035,1.0
C-WEU-FIN,Zone_6A Cold Humid,rur,q3,perm,2035,1.0
C-WEU-FIN,Zone_6A Cold Humid,urb,q3,perm,2035,1.0
C-WEU-FIN,Zone_7A Very cold Humid,rur,q3,perm,2035,1.0
C-WEU-FIN,Zone_7A Very cold Humid,urb,q3,perm,2035,1.0
C-WEU-FRA,Zone_4A Mixed Humid,rur,q3,perm,2035,1.0
C-WEU-FRA,Zone_4A Mixed Humid,urb,q3,perm,2035,1.0
C-WEU-FRA,Zone_5A Cool Humid,rur,q3,perm,2035,1.0
C-WEU-FRA,Zone_5A Cool Humid,urb,q3,perm,2035,1.0
C-WEU-FRA,Zone_3A Warm Humid,rur,q3,perm,2035,1.0
C-WEU-FRA,Zone_3A Warm Humid,urb,q3,perm,2035,1.0
C-WEU-FRA,Zone_7A Very cold Humid,rur,q3,perm,2035,1.0
C-WEU-FRA,Zone_7A Very cold Humid,urb,q3,perm,2035,1.0
C-WEU-FRA,Zone_4C Mixed Marine,rur,q3,perm,2035,1.0
C-WEU-FRA,Zone_4C Mixed Marine,urb,q3,perm,2035,1.0
C-WEU-FRA,Zone_3C Warm Marine,rur,q3,perm,2035,1.0
C-WEU-FRA,Zone_3C Warm Marine,urb,q3,perm,2035,1.0
C-WEU-FRA,Zone_1A Very hot Humid,rur,q3,perm,2035,1.0
C-WEU-FRA,Zone_1A Very hot Humid,urb,q3,perm,2035,1.0
C-WEU-FRA,Zone_2A Hot Humid,rur,q3,perm,2035,1.0
C-WEU-FRA,Zone_2A Hot Humid,urb,q3,perm,2035,1.0
C-WEU-FRA,Zone_0A Extremely hot Humid,rur,q3,perm,2035,1.0
C-WEU-FRA,Zone_0A Extremely hot Humid,urb,q3,perm,2035,1.0
C-EEU-HRV,Zone_4A Mixed Humid,rur,q3,perm,2035,1.0
C-EEU-HRV,Zone_4A Mixed Humid,urb,q3,perm,2035,1.0
C-EEU-HRV,Zone_5A Cool Humid,rur,q3,perm,2035,1.0
C-EEU-HRV,Zone_5A Cool Humid,urb,q3,perm,2035,1.0
C-EEU-HRV,Zone_4C Mixed Marine,rur,q3,perm,2035,1.0
C-EEU-HRV,Zone_4C Mixed Marine,urb,q3,perm,2035,1.0
C-EEU-HRV,Zone_3A Warm Humid,rur,q3,perm,2035,1.0
C-EEU-HRV,Zone_3A Warm Humid,urb,q3,perm,2035,1.0
C-EEU-HUN,Zone_4A Mixed Humid,rur,q3,perm,2035,1.0
C-EEU-HUN,Zone_4A Mixed Humid,urb,q3,perm,2035,1.0
C-EEU-HUN,Zone_5A Cool Humid,rur,q3,perm,2035,1.0
C-EEU-HUN,Zone_5A Cool Humid,urb,q3,perm,2035,1.0
C-WEU-IRL,Zone_5A Cool Humid,rur,q3,perm,2035,1.0
C-WEU-IRL,Zone_5A Cool Humid,urb,q3,perm,2035,1.0
C-WEU-IRL,Zone_4A Mixed Humid,rur,q3,perm,2035,1.0
C-WEU-IRL,Zone_4A Mixed Humid,urb,q3,perm,2035,1.0
C-WEU-ITA,Zone_4A Mixed Humid,rur,q3,perm,2035,1.0
C-WEU-ITA,Zone_4A Mixed Humid,urb,q3,perm,2035,1.0
C-WEU-ITA,Zone_5A Cool Humid,rur,q3,perm,2035,1.0
C-WEU-ITA,Zone_5A Cool Humid,urb,q3,perm,2035,1.0
C-WEU-ITA,Zone_7A Very cold Humid,rur,q3,perm,2035,1.0
C-WEU-ITA,Zone_7A Very cold Humid,urb,q3,perm,2035,1.0
C-WEU-ITA,Zone_6A Cold Humid,rur,q3,perm,2035,1.0
C-WEU-ITA,Zone_6A Cold Humid,urb,q3,perm,2035,1.0
C-WEU-ITA,Zone_3A Warm Humid,rur,q3,perm,2035,1.0
C-WEU-ITA,Zone_3A Warm Humid,urb,q3,perm,2035,1.0
C-WEU-ITA,Zone_4C Mixed Marine,rur,q3,perm,2035,1.0
C-WEU-ITA,Zone_4C Mixed Marine,urb,q3,perm,2035,1.0
C-WEU-ITA,Zone_5C Cool Marine,rur,q3,perm,2035,1.0
C-WEU-ITA,Zone_5C Cool Marine,urb,q3,perm,2035,1.0
C-EEU-LTU,Zone_6A Cold Humid,rur,q3,perm,2035,1.0
C-EEU-LTU,Zone_6A Cold Humid,urb,q3,perm,2035,1.0
C-EEU-LTU,Zone_5A Cool Humid,rur,q3,perm,2035,1.0
C-EEU-LTU,Zone_5A Cool Humid,urb,q3,perm,2035,1.0
C-WEU-LUX,Zone_5A Cool Humid,rur,q3,perm,2035,0.9999999999999999
C-WEU-LUX,Zone_5A Cool Humid,urb,q3,perm,2035,0.9999999999999999
C-EEU-LVA,Zone_6A Cold Humid,rur,q3,perm,2035,0.9999999999999999
C-EEU-LVA,Zone_6A Cold Humid,urb,q3,perm,2035,0.9999999999999999
C-WEU-MLT,Zone_3A Warm Humid,rur,q3,perm,2035,1.0
C-WEU-MLT,Zone_3A Warm Humid,urb,q3,perm,2035,1.0
C-WEU-NLD,Zone_5A Cool Humid,rur,q3,perm,2035,0.9999999999999999
C-WEU-NLD,Zone_5A Cool Humid,urb,q3,perm,2035,0.9999999999999999
C-WEU-NLD,Zone_4A Mixed Humid,rur,q3,perm,2035,0.9999999999999999
C-WEU-NLD,Zone_4A Mixed Humid,urb,q3,perm,2035,0.9999999999999999
C-EEU-POL,Zone_5A Cool Humid,rur,q3,perm,2035,1.0
C-EEU-POL,Zone_5A Cool Humid,urb,q3,perm,2035,1.0
C-EEU-POL,Zone_6A Cold Humid,rur,q3,perm,2035,1.0
C-EEU-POL,Zone_6A Cold Humid,urb,q3,perm,2035,1.0
C-WEU-PRT,Zone_3C Warm Marine,rur,q3,perm,2035,1.0
C-WEU-PRT,Zone_3C Warm Marine,urb,q3,perm,2035,1.0
C-WEU-PRT,Zone_4C Mixed Marine,rur,q3,perm,2035,1.0
C-WEU-PRT,Zone_4C Mixed Marine,urb,q3,perm,2035,1.0
C-WEU-PRT,Zone_4A Mixed Humid,rur,q3,perm,2035,1.0
C-WEU-PRT,Zone_4A Mixed Humid,urb,q3,perm,2035,1.0
C-WEU-PRT,Zone_3A Warm Humid,rur,q3,perm,2035,1.0
C-WEU-PRT,Zone_3A Warm Humid,urb,q3,perm,2035,1.0
C-EEU-ROU,Zone_5A Cool Humid,rur,q3,perm,2035,1.0
C-EEU-ROU,Zone_5A Cool Humid,urb,q3,perm,2035,1.0
C-EEU-ROU,Zone_6A Cold Humid,rur,q3,perm,2035,1.0
C-EEU-ROU,Zone_6A Cold Humid,urb,q3,perm,2035,1.0
C-EEU-ROU,Zone_4A Mixed Humid,rur,q3,perm,2035,1.0
C-EEU-ROU,Zone_4A Mixed Humid,urb,q3,perm,2035,1.0
C-WEU-SWE,Zone_6A Cold Humid,rur,q3,perm,2035,1.0
C-WEU-SWE,Zone_6A Cold Humid,urb,q3,perm,2035,1.0
C-WEU-SWE,Zone_5A Cool Humid,rur,q3,perm,2035,1.0
C-WEU-SWE,Zone_5A Cool Humid,urb,q3,perm,2035,1.0
C-WEU-SWE,Zone_7A Very cold Humid,rur,q3,perm,2035,1.0
C-WEU-SWE,Zone_7A Very cold Humid,urb,q3,perm,2035,1.0
C-WEU-SWE,Zone_8A Subarctic/arctic Humid,rur,q3,perm,2035,1.0
C-WEU-SWE,Zone_8A Subarctic/arctic Humid,urb,q3,perm,2035,1.0
C-EEU-SVN,Zone_4A Mixed Humid,rur,q3,perm,2035,1.0
C-EEU-SVN,Zone_4A Mixed Humid,urb,q3,perm,2035,1.0
C-EEU-SVN,Zone_5A Cool Humid,rur,q3,perm,2035,1.0
C-EEU-SVN,Zone_5A Cool Humid,urb,q3,perm,2035,1.0
C-EEU-SVN,Zone_7A Very cold Humid,rur,q3,perm,2035,1.0
C-EEU-SVN,Zone_7A Very cold Humid,urb,q3,perm,2035,1.0
C-EEU-SVK,Zone_5A Cool Humid,rur,q3,perm,2035,1.0
C-EEU-SVK,Zone_5A Cool Humid,urb,q3,perm,2035,1.0
C-EEU-SVK,Zone_6A Cold Humid,rur,q3,perm,2035,1.0
C-EEU-SVK,Zone_6A Cold Humid,urb,q3,perm,2035,1.0
C-WEU-AUT,Zone_5A Cool Humid,rur,q1,sub,2040,0.0
C-WEU-AUT,Zone_5A Cool Humid,urb,q1,sub,2040,0.0
C-WEU-AUT,Zone_4A Mixed Humid,rur,q1,sub,2040,0.0
C-WEU-AUT,Zone_4A Mixed Humid,urb,q1,sub,2040,0.0
C-WEU-AUT,Zone_6A Cold Humid,rur,q1,sub,2040,0.0
C-WEU-AUT,Zone_6A Cold Humid,urb,q1,sub,2040,0.0
C-WEU-AUT,Zone_7A Very cold Humid,rur,q1,sub,2040,0.0
C-WEU-AUT,Zone_7A Very cold Humid,urb,q1,sub,2040,0.0
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,sub,2040,0.0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,sub,2040,0.0
C-WEU-BEL,Zone_5A Cool Humid,rur,q1,sub,2040,0.0
C-WEU-BEL,Zone_5A Cool Humid,urb,q1,sub,2040,0.0
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,sub,2040,0.0
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,sub,2040,0.0
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,sub,2040,0.0
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,sub,2040,0.0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2040,0.0
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,sub,2040,0.0
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,sub,2040,0.0
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,sub,2040,0.0
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,sub,2040,0.0
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,sub,2040,0.0
C-WEU-DEU,Zone_4A Mixed Humid,rur,q1,sub,2040,0.0
C-WEU-DEU,Zone_4A Mixed Humid,urb,q1,sub,2040,0.0
C-WEU-DEU,Zone_6A Cold Humid,rur,q1,sub,2040,0.0
C-WEU-DEU,Zone_6A Cold Humid,urb,q1,sub,2040,0.0
C-WEU-DNK,Zone_5A Cool Humid,rur,q1,sub,2040,0.0
C-WEU-DNK,Zone_5A Cool Humid,urb,q1,sub,2040,0.0
C-EEU-EST,Zone_6A Cold Humid,rur,q1,sub,2040,0.0
C-EEU-EST,Zone_6A Cold Humid,urb,q1,sub,2040,0.0
C-WEU-GRC,Zone_3A Warm Humid,rur,q1,sub,2040,0.0
C-WEU-GRC,Zone_3A Warm Humid,urb,q1,sub,2040,0.0
C-WEU-GRC,Zone_4A Mixed Humid,rur,q1,sub,2040,0.0
C-WEU-GRC,Zone_4A Mixed Humid,urb,q1,sub,2040,0.0
C-WEU-GRC,Zone_4C Mixed Marine,rur,q1,sub,2040,0.0
C-WEU-GRC,Zone_4C Mixed Marine,urb,q1,sub,2040,0.0
C-WEU-GRC,Zone_5C Cool Marine,rur,q1,sub,2040,0.0
C-WEU-GRC,Zone_5C Cool Marine,urb,q1,sub,2040,0.0
C-WEU-GRC,Zone_5A Cool Humid,rur,q1,sub,2040,0.0
C-WEU-GRC,Zone_5A Cool Humid,urb,q1,sub,2040,0.0
C-WEU-ESP,Zone_3C Warm Marine,rur,q1,sub,2040,0.0
C-WEU-ESP,Zone_3C Warm Marine,urb,q1,sub,2040,0.0
C-WEU-ESP,Zone_4C Mixed Marine,rur,q1,sub,2040,0.0
C-WEU-ESP,Zone_4C Mixed Marine,urb,q1,sub,2040,0.0
C-WEU-ESP,Zone_4A Mixed Humid,rur,q1,sub,2040,0.0
C-WEU-ESP,Zone_4A Mixed Humid,urb,q1,sub,2040,0.0
C-WEU-ESP,Zone_3A Warm Humid,rur,q1,sub,2040,0.0
C-WEU-ESP,Zone_3A Warm Humid,urb,q1,sub,2040,0.0
C-WEU-ESP,Zone_3B Warm Dry,rur,q1,sub,2040,0.0
C-WEU-ESP,Zone_3B Warm Dry,urb,q1,sub,2040,0.0
C-WEU-ESP,Zone_2B Hot Dry,rur,q1,sub,2040,0.0
C-WEU-ESP,Zone_2B Hot Dry,urb,q1,sub,2040,0.0
C-WEU-FIN,Zone_6A Cold Humid,rur,q1,sub,2040,0.0
C-WEU-FIN,Zone_6A Cold Humid,urb,q1,sub,2040,0.0
C-WEU-FIN,Zone_7A Very cold Humid,rur,q1,sub,2040,0.0
C-WEU-FIN,Zone_7A Very cold Humid,urb,q1,sub,2040,0.0
C-WEU-FRA,Zone_4A Mixed Humid,rur,q1,sub,2040,0.0
C-WEU-FRA,Zone_4A Mixed Humid,urb,q1,sub,2040,0.0
C-WEU-FRA,Zone_5A Cool Humid,rur,q1,sub,2040,0.0
C-WEU-FRA,Zone_5A Cool Humid,urb,q1,sub,2040,0.0
C-WEU-FRA,Zone_3A Warm Humid,rur,q1,sub,2040,0.0
C-WEU-FRA,Zone_3A Warm Humid,urb,q1,sub,2040,0.0
C-WEU-FRA,Zone_7A Very cold Humid,rur,q1,sub,2040,0.0
C-WEU-FRA,Zone_7A Very cold Humid,urb,q1,sub,2040,0.0
C-WEU-FRA,Zone_4C Mixed Marine,rur,q1,sub,2040,0.0
C-WEU-FRA,Zone_4C Mixed Marine,urb,q1,sub,2040,0.0
C-WEU-FRA,Zone_3C Warm Marine,rur,q1,sub,2040,0.0
C-WEU-FRA,Zone_3C Warm Marine,urb,q1,sub,2040,0.0
C-WEU-FRA,Zone_1A Very hot Humid,rur,q1,sub,2040,0.0
C-WEU-FRA,Zone_1A Very hot Humid,urb,q1,sub,2040,0.0
C-WEU-FRA,Zone_2A Hot Humid,rur,q1,sub,2040,0.0
C-WEU-FRA,Zone_2A Hot Humid,urb,q1,sub,2040,0.0
C-WEU-FRA,Zone_0A Extremely hot Humid,rur,q1,sub,2040,0.0
C-WEU-FRA,Zone_0A Extremely hot Humid,urb,q1,sub,2040,0.0
C-EEU-HRV,Zone_4A Mixed Humid,rur,q1,sub,2040,0.0
C-EEU-HRV,Zone_4A Mixed Humid,urb,q1,sub,2040,0.0
C-EEU-HRV,Zone_5A Cool Humid,rur,q1,sub,2040,0.0
C-EEU-HRV,Zone_5A Cool Humid,urb,q1,sub,2040,0.0
C-EEU-HRV,Zone_4C Mixed Marine,rur,q1,sub,2040,0.0
C-EEU-HRV,Zone_4C Mixed Marine,urb,q1,sub,2040,0.0
C-EEU-HRV,Zone_3A Warm Humid,rur,q1,sub,2040,0.0
C-EEU-HRV,Zone_3A Warm Humid,urb,q1,sub,2040,0.0
C-EEU-HUN,Zone_4A Mixed Humid,rur,q1,sub,2040,0.0
C-EEU-HUN,Zone_4A Mixed Humid,urb,q1,sub,2040,0.0
C-EEU-HUN,Zone_5A Cool Humid,rur,q1,sub,2040,0.0
C-EEU-HUN,Zone_5A Cool Humid,urb,q1,sub,2040,0.0
C-WEU-IRL,Zone_5A Cool Humid,rur,q1,sub,2040,0.0
C-WEU-IRL,Zone_5A Cool Humid,urb,q1,sub,2040,0.0
C-WEU-IRL,Zone_4A Mixed Humid,rur,q1,sub,2040,0.0
C-WEU-IRL,Zone_4A Mixed Humid,urb,q1,sub,2040,0.0
